,tceid,ticid,planetNumber,planetCandidateCount,starTeffKelvin,starLoggCgs,orbitalPeriodDays,orbitalPeriodDays_err,planetRadiusEarthRadii,planetRadiusEarthRadii_err,ratioPlanetRadiusToStarRadius,ratioSemiMajorAxisToStarRadius,semiMajorAxisAu,starRadiusSolarRadii,transitDepthPpm,transitDepthPpm_err,transitDurationHours,transitEpochBtjd,transitEpochBtjd_err,transitIngressTimeHours,minImpactParameter,ws_mes,ws_mesphase,expectedtransitcount,chiSquare2,mes,maxses,equilibriumTempKelvin,InsolationFlux
71,00149248196-01,149248196,1,6,5128.0,4.438,38.2731,0.00101883,6.7861899999999995,0.799975,0.0743499,88.3106,0.197354,0.8360709999999999,6658.43,846.273,3.5568800000000005,1332.91,0.00089456,0.24619699999999997,0.012442100000000001,10.9469,9.336110000000001,2,2.65826,27.6104,23.888,465.735,11.1192
72,00149248196-02,149248196,2,6,5128.0,4.438,20.1459,0.00029487299999999997,7.9759899999999995,0.825631,0.08738530000000001,105.684,0.128659,0.8360709999999999,9191.87,514.993,1.5834,1341.69,0.00022401299999999998,0.127275,0.0146204,11.2005,9.219439999999999,2,75.4811,19.7521,19.5182,576.821,26.1628
73,00149248196-03,149248196,3,6,5128.0,4.438,24.7151,0.00137833,5.277,0.732841,0.05781519999999999,57.8036,0.14744300000000002,0.8360709999999999,3247.81,629.31,2.28991,1334.71,0.00101893,0.31194099999999997,0.792222,10.2645,-6.00139,2,0.11017,18.0812,14.8286,538.826,19.9212
74,00149248196-04,149248196,4,6,5128.0,4.438,29.391,0.00359726,4.47615,0.9005620000000001,0.0490409,30.1339,0.165498,0.8360709999999999,2897.74,1013.21,7.8156,1342.16,0.00185585,0.36574,0.026522900000000005,8.219380000000001,18.2597,2,15.2016,14.3902,12.0012,508.586,15.8117
75,00149248196-05,149248196,5,6,5128.0,4.438,27.5192,0.000838034,5.2947,0.7044590000000001,0.0580091,83.0162,0.158395,0.8360709999999999,4054.02,578.252,2.6793299999999998,1328.0,0.0005298869999999999,0.14691700000000002,0.00687457,9.717319999999999,8.72083,2,3.6444400000000003,12.4755,9.08099,519.866,17.2618
76,00149248196-06,149248196,6,6,5128.0,4.438,28.4014,-1.0,1.5416,-1.0,0.0168899,146.378,0.161762,0.8360709999999999,342.931,-1.0,1.5,1336.74,-1.0,0.025161900000000004,0.1,9.63166,7.98055,2,0.00067,15.3811,12.8854,514.4259999999999,16.5506
77,00149273299-01,149273299,1,1,5781.0,4.21661,16.6578,0.00320201,3.76209,3.09152,0.026219,37.5721,0.129294,1.31435,803.7389999999999,138.305,3.47621,1332.75,0.00422092,0.0888354,0.0033012000000000002,4.04064,-1.5333299999999999,3,2.4041200000000003,9.73657,9.10395,813.32,103.411
78,00149308175-01,149308175,1,1,5751.3,4.08,0.280385,1.30925e-05,5.20072,4.00294,0.0366145,1.11533,0.00759503,1.3010899999999999,577.932,50.7661,1.3546,1325.48,0.00114471,0.677299,0.991772,7.056589999999999,0.14420999999999998,200,77.1606,12.4081,2.7742400000000003,3321.6,28767.9
79,00149346418-01,149346418,1,1,5780.0,4.438,26.9236,-1.0,1.58785,-1.0,0.014544799999999998,19.7857,0.17589100000000002,1.0,247.16099999999997,-1.0,10.5,1327.4,-1.0,0.15215599999999999,0.1,13.8617,-1.88611,3,12.4354,112.228,106.56,608.132,32.323
80,00149347480-01,149347480,1,1,6188.14,4.438,18.9409,0.00265159,3.0769,2.93455,0.022977,74.6178,0.159429,1.22664,595.9159999999999,87.1314,1.86441,1343.71,0.00192198,0.0475633,0.349562,5.34134,6.02916,2,3.56986,9.50385,9.1003,757.403,77.7729
81,00149347629-01,149347629,1,1,3098.0,4.438,27.0664,0.0032698999999999996,11.1347,1.50876,0.101995,97.4489,0.176513,1.0,12379.7,1637.72,2.3334200000000003,1329.69,0.00258339,0.21698699999999999,0.0713164,3.67584,4.4694400000000005,2,15.4754,18.55,20.028,325.376,2.64888
82,00149391142-01,149391142,1,1,5448.2,4.66,18.7118,0.00750364,2.20208,1.14915,0.0205147,16.0652,0.16181099999999998,0.983253,484.668,62.3184,9.04371,1343.11,0.010435799999999999,0.183802,0.0992255,2.3938200000000003,4.29444,3,4.16714,7.311939999999999,4.81082,592.615,29.1483
83,00149444341-01,149444341,1,1,3313.0,4.438,13.7374,0.0146541,6.4695800000000006,31.4042,0.0592616,4.13235,0.112312,1.0,1314.51,248.77900000000002,9.58155,1326.66,0.025905,4.790780000000001,0.994135,2.0458,4.18055,5,0.2557,7.282489999999999,5.2270900000000005,436.215,8.55702
84,00149473467-01,149473467,1,3,6331.0,3.9686199999999996,1.0949200000000001,1.2686199999999999e-05,31.1149,4.33195,0.148361,3.39585,0.022420500000000003,1.92108,18345.5,539.359,1.88188,1325.96,0.00035977599999999997,0.940939,0.885335,404.54699999999997,-0.18611,51,16.3247,49.1333,11.1384,2585.91,10567.6
85,00149473467-02,149473467,2,3,6331.0,3.9686199999999996,1.09494,-1.0,13.4415,-1.0,0.06409119999999999,17.7337,0.0224208,1.92108,0.0,0.0,0.5,1325.83,-1.0,0.0304323,0.1,86.7479,-0.05625,0,515.367,66.7681,24.1727,2585.9,10567.3
86,00149473467-03,149473467,3,3,6331.0,3.9686199999999996,0.550029,1.47471e-05,32.1218,4.54936,0.153162,1.12726,0.014168200000000002,1.92108,20259.4,1217.38,6.60035,1325.64,0.000342698,3.3001699999999996,0.873134,23.7638,0.17802,102,21.654,24.0544,7.73349,3252.96,26462.9
87,00149603524-01,149603524,1,1,6280.0,4.32092,4.41193,2.03764e-05,15.4184,0.0431487,0.110339,9.92729,0.0567572,1.28,14018.5,39.4274,3.7776,1326.08,0.000156015,0.376548,0.00664831,6.31367,-0.59306,13,94.4613,367.07599999999996,121.11,1315.97,708.77
88,00149630117-01,149630117,1,1,7487.0,4.19464,0.20811300000000002,1.17853e-05,4.2396,1.2582200000000001,0.022346,2.97192,0.0,1.7378900000000002,536.004,81.7543,0.48773299999999997,1325.33,0.000264585,0.014796700000000001,0.5135890000000001,3.44896,0.11354000000000002,271,241.3,7.69354,3.7188199999999996,0.0,0.0
89,00149630160-01,149630160,1,2,5780.0,4.438,21.6883,0.00155741,1.72475,2.19107,0.015798799999999998,67.1582,0.152279,1.0,291.151,45.3025,2.48393,1327.68,0.00213356,0.0393423,0.13506300000000002,7.04133,-0.99306,3,27.1891,13.5379,14.1209,653.582,43.1243
90,00149630160-02,149630160,2,2,5780.0,4.438,11.8555,0.00221541,1.7622099999999998,0.606354,0.016141899999999997,19.1342,0.10180499999999999,1.0,289.66,39.9786,4.1851,1335.42,0.00367728,0.0884624,0.501877,4.8617099999999995,1.4625,4,3.7122599999999997,8.51098,7.7907399999999996,799.347,96.4858
91,00149988523-01,149988523,1,6,3183.0,4.438,17.3153,0.00317361,1.85838,1.0956700000000001,0.0170229,45.5234,0.131052,1.0,283.715,49.6773,1.84633,1332.05,0.00258528,0.08147410000000001,0.794192,16.6013,-0.40972,3,115.344,36.1257,38.6489,387.978,5.35489
92,00149988523-02,149988523,2,6,3183.0,4.438,22.2267,0.00402003,1.4695,5.71335,0.0134607,81.6589,0.154788,1.0,216.06,47.7833,2.10741,1326.71,0.00247619,0.027991900000000004,0.00140654,7.147469999999999,-0.39444,3,1.9834599999999998,21.9227,20.5747,356.99300000000005,3.83848
93,00149988523-03,149988523,3,6,3183.0,4.438,25.1203,0.00369409,2.24586,3.46751,0.020572200000000002,87.4261,0.167947,1.0,494.02,76.2745,2.1284400000000003,1348.54,0.00296258,0.047641,0.318425,7.45281,13.1375,2,0.9364899999999999,15.1298,14.8305,342.722,3.26055
94,00149988523-04,149988523,4,6,3183.0,4.438,14.4474,0.00178703,2.21119,0.171329,0.020254599999999998,10.4154,0.116149,1.0,381.551,42.3944,6.05026,1332.86,0.00281186,0.406389,0.8470040000000001,8.27029,9.45555,4,6.55669,14.8822,11.7275,412.11699999999996,6.81717
95,00149988523-05,149988523,5,6,3183.0,4.438,21.9507,0.00371052,2.25713,1.13052,0.020675400000000003,52.9795,0.153504,1.0,482.371,56.6347,2.8305599999999997,1342.24,0.00191414,0.0751959,0.492138,5.04944,-3.775,2,5.39222,11.5681,9.00252,358.483,3.90295
96,00149988523-06,149988523,6,6,3183.0,4.438,23.7958,0.00417826,1.98637,1.7652400000000001,0.018195199999999998,75.0492,0.16199000000000002,1.0,359.291,54.4648,1.9679099999999998,1335.37,0.00297824,0.0558401,0.61379,3.9738300000000004,7.2694399999999995,2,12.2194,9.73954,8.22582,348.967,3.50475
97,00149989242-01,149989242,1,2,7359.0,4.471430000000001,0.321504,1.42946e-05,2.21293,0.760241,0.016280600000000003,2.32991,0.0109115,1.2450700000000001,286.369,44.0006,0.9803559999999999,1325.54,0.000530665,0.021954599999999998,0.500804,16.0806,0.12843,175,118.177,8.408389999999999,2.71807,3468.69,34212.2
98,00149989242-02,149989242,2,2,7359.0,4.471430000000001,0.321496,9.30346e-06,2.72973,0.808397,0.0200827,2.30179,0.0109113,1.2450700000000001,435.796,44.687,0.999233,1325.35,0.000352273,0.027476,0.500078,10.9967,0.12082999999999999,175,127.661,11.8871,3.05838,3468.72,34213.4
99,00150064391-01,150064391,1,1,6118.19,4.438,29.3225,0.00259711,2.74484,1.22833,0.0226247,63.8891,0.199761,1.1113,590.918,70.1832,3.5782800000000003,1349.41,0.00194275,0.07950789999999999,0.0656288,5.2584,-0.91528,2,4.00801,9.7697,9.70015,636.759,38.8528
